"","Municipio","Año","Subtipo.de.delito","ene","feb","mar","abr","may","jun","jul","ago","sep","oct","nov","dic","Total"
"5294","San Juan de los Lagos",2021,"Violencia familiar",5,11,7,14,20,12,11,7,6,6,7,8,114
"5295","San Juanito de Escobedo",2021,"Violencia familiar",0,2,0,0,1,0,0,4,1,1,0,0,9
"5296","San Julián",2021,"Violencia familiar",3,0,0,0,0,1,0,0,0,0,0,0,4
"5297","San Marcos",2021,"Violencia familiar",0,0,0,0,0,1,0,0,0,0,0,0,1
"5298","San Martín Hidalgo",2021,"Violencia familiar",2,0,2,0,2,2,1,2,1,5,3,1,21
"5299","San Martín de Bolaños",2021,"Violencia familiar",0,1,0,0,0,0,0,0,0,0,0,0,1
"5300","San Miguel el Alto",2021,"Violencia familiar",0,3,0,2,1,1,1,1,2,0,3,1,15
"5301","San Pedro Tlaquepaque",2021,"Violencia familiar",83,68,116,97,113,100,84,100,91,115,104,76,1147
"5302","San Sebastián del Oeste",2021,"Violencia familiar",0,0,1,0,0,0,0,0,0,0,0,0,1
"5303","Santa María de los Ángeles",2021,"Violencia familiar",0,0,0,1,1,1,0,0,0,0,0,0,3
"5304","Santa María del Oro",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5305","Sayula",2021,"Violencia familiar",10,3,3,8,6,2,5,3,2,2,4,6,54
"5306","Tala",2021,"Violencia familiar",13,7,9,20,8,14,15,19,10,12,15,14,156
"5307","Talpa de Allende",2021,"Violencia familiar",2,2,3,0,1,5,2,2,2,1,2,3,25
"5308","Tamazula de Gordiano",2021,"Violencia familiar",2,5,0,3,1,1,0,4,1,3,1,0,21
"5309","Tapalpa",2021,"Violencia familiar",0,2,0,0,2,1,0,1,0,0,1,1,8
"5310","Tecalitlán",2021,"Violencia familiar",1,0,1,0,0,0,0,0,0,1,0,0,3
"5311","Techaluta de Montenegro",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5312","Tecolotlán",2021,"Violencia familiar",1,0,4,4,1,3,5,4,1,3,2,1,29
"5313","Tenamaxtlán",2021,"Violencia familiar",0,0,1,0,0,2,0,1,0,1,2,0,7
"5314","Teocaltiche",2021,"Violencia familiar",1,6,2,1,1,4,2,4,0,1,5,0,27
"5315","Teocuitatlán de Corona",2021,"Violencia familiar",1,0,1,1,0,0,0,0,0,1,2,0,6
"5316","Tepatitlán de Morelos",2021,"Violencia familiar",11,23,14,15,15,16,7,9,10,10,9,12,151
"5317","Tequila",2021,"Violencia familiar",2,7,6,2,0,6,3,7,2,5,4,3,47
"5318","Teuchitlán",2021,"Violencia familiar",0,0,3,0,0,1,1,0,0,0,0,0,5
"5319","Tizapán el Alto",2021,"Violencia familiar",3,3,3,1,2,0,0,0,4,2,0,1,19
"5320","Tlajomulco de Zúñiga",2021,"Violencia familiar",90,110,143,148,126,111,117,83,118,106,106,108,1366
"5321","Tolimán",2021,"Violencia familiar",0,0,1,1,0,0,0,0,0,0,0,1,3
"5322","Tomatlán",2021,"Violencia familiar",3,2,4,2,0,0,7,3,3,2,5,2,33
"5323","Tonalá",2021,"Violencia familiar",103,79,117,104,108,77,86,74,60,96,89,95,1088
"5324","Tonaya",2021,"Violencia familiar",0,0,0,0,0,0,0,1,0,0,0,0,1
"5325","Tonila",2021,"Violencia familiar",1,0,0,0,0,0,0,0,0,1,0,0,2
"5326","Totatiche",2021,"Violencia familiar",0,0,0,0,0,0,0,0,1,1,0,1,3
"5327","Tototlán",2021,"Violencia familiar",0,2,2,3,1,2,0,0,2,2,0,0,14
"5328","Tuxcacuesco",2021,"Violencia familiar",0,0,0,1,0,0,1,0,0,0,0,0,2
"5329","Tuxcueca",2021,"Violencia familiar",0,0,1,0,1,0,1,1,0,0,0,0,4
"5330","Tuxpan",2021,"Violencia familiar",2,0,0,1,1,1,1,0,1,2,0,1,10
"5331","Unión de San Antonio",2021,"Violencia familiar",0,0,0,1,0,0,0,0,0,2,0,0,3
"5332","Unión de Tula",2021,"Violencia familiar",1,0,0,4,1,2,0,1,0,2,1,1,13
"5333","Valle de Guadalupe",2021,"Violencia familiar",0,1,1,0,2,1,1,0,0,0,1,0,7
"5334","Valle de Juárez",2021,"Violencia familiar",0,0,0,0,1,0,0,0,2,0,0,0,3
"5335","Villa Corona",2021,"Violencia familiar",0,2,1,2,2,1,2,2,1,2,2,4,21
"5336","Villa Guerrero",2021,"Violencia familiar",0,1,0,0,0,0,0,0,0,1,0,0,2
"5337","Villa Hidalgo",2021,"Violencia familiar",0,0,2,0,0,3,0,0,0,0,0,0,5
"5338","Villa Purificación",2021,"Violencia familiar",0,1,0,0,0,1,0,0,0,1,1,1,5
"5339","Yahualica de González Gallo",2021,"Violencia familiar",0,0,1,3,1,2,1,3,1,1,1,1,15
"5340","Zacoalco de Torres",2021,"Violencia familiar",4,2,3,4,3,3,4,3,3,7,2,1,39
"5341","Zapopan",2021,"Violencia familiar",148,168,232,261,211,185,150,147,165,205,172,167,2211
"5342","Zapotiltic",2021,"Violencia familiar",0,5,3,2,6,7,1,2,2,7,7,8,50
"5343","Zapotitlán de Vadillo",2021,"Violencia familiar",0,0,0,0,0,0,0,0,0,0,0,0,0
"5344","Zapotlanejo",2021,"Violencia familiar",2,4,6,7,8,6,7,8,6,7,3,7,71
"5345","Zapotlán del Rey",2021,"Violencia familiar",0,0,1,1,0,0,0,0,0,0,0,0,2
"5346","Zapotlán el Grande",2021,"Violencia familiar",12,8,18,11,6,12,8,10,8,7,8,3,111
"5347","Acatic",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"5348","Acatlán de Juárez",2022,"Abuso sexual",0,0,0,1,0,1,0,0,0,1,1,0,4
"5349","Ahualulco de Mercado",2022,"Abuso sexual",0,0,1,1,1,0,0,0,0,0,0,0,3
"5350","Amacueca",2022,"Abuso sexual",0,0,1,0,0,0,0,0,0,1,0,0,2
"5351","Amatitán",2022,"Abuso sexual",0,1,0,0,0,0,0,0,0,1,0,0,2
"5352","Ameca",2022,"Abuso sexual",1,3,2,4,1,3,2,1,3,4,5,1,30
"5353","Arandas",2022,"Abuso sexual",1,1,2,3,1,2,1,2,3,1,3,1,21
"5354","Atemajac de Brizuela",2022,"Abuso sexual",0,0,0,0,1,1,0,0,0,0,0,0,2
"5355","Atengo",2022,"Abuso sexual",0,0,0,1,0,0,0,0,1,0,0,0,2
"5356","Atenguillo",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"5357","Atotonilco el Alto",2022,"Abuso sexual",0,1,1,2,2,1,1,0,0,1,0,1,10
"5358","Atoyac",2022,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"5359","Autlán de Navarro",2022,"Abuso sexual",1,3,2,5,4,4,1,3,1,8,1,4,37
"5360","Ayotlán",2022,"Abuso sexual",0,0,0,0,0,1,1,0,0,0,1,0,3
"5361","Ayutla",2022,"Abuso sexual",0,0,3,0,0,0,0,0,0,0,0,1,4
"5362","Bolaños",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,2,3
"5363","Cabo Corrientes",2022,"Abuso sexual",1,0,0,0,0,2,0,0,1,0,1,0,5
"5364","Casimiro Castillo",2022,"Abuso sexual",1,0,1,0,1,1,0,0,1,1,0,0,6
"5365","Cañadas de Obregón",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5366","Chapala",2022,"Abuso sexual",3,2,0,3,2,3,2,2,3,2,0,6,28
"5367","Chimaltitán",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5368","Chiquilistlán",2022,"Abuso sexual",0,0,0,0,0,0,1,0,1,0,0,0,2
"5369","Cihuatlán",2022,"Abuso sexual",0,1,2,6,3,5,2,0,1,2,0,0,22
"5370","Cocula",2022,"Abuso sexual",0,0,0,1,1,1,0,0,0,1,1,3,8
"5371","Colotlán",2022,"Abuso sexual",0,0,1,2,0,1,0,1,2,0,2,2,11
"5372","Concepción de Buenos Aires",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"5373","Cuautitlán de García Barragán",2022,"Abuso sexual",0,0,1,0,1,0,1,2,0,0,1,0,6
"5374","Cuautla",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"5375","Cuquío",2022,"Abuso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"5376","Degollado",2022,"Abuso sexual",0,0,0,0,2,0,0,0,1,0,0,0,3
"5377","Ejutla",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5378","El Arenal",2022,"Abuso sexual",0,0,1,0,1,0,0,1,0,1,1,0,5
"5379","El Grullo",2022,"Abuso sexual",1,2,0,0,2,2,3,0,1,3,3,0,17
"5380","El Limón",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"5381","El Salto",2022,"Abuso sexual",5,7,3,6,9,10,8,3,12,19,9,6,97
"5382","Encarnación de Díaz",2022,"Abuso sexual",0,0,2,2,1,0,1,1,0,0,1,1,9
"5383","Etzatlán",2022,"Abuso sexual",1,1,2,0,0,1,1,1,1,2,1,1,12
"5384","Guachinango",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5385","Guadalajara",2022,"Abuso sexual",26,31,35,45,36,34,45,39,52,63,60,66,532
"5386","Gómez Farías",2022,"Abuso sexual",0,0,0,0,1,1,1,0,1,1,1,0,6
"5387","Hostotipaquillo",2022,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,1,0,2
"5388","Huejuquilla el Alto",2022,"Abuso sexual",0,0,0,0,1,1,0,0,0,0,0,0,2
"5389","Huejúcar",2022,"Abuso sexual",0,0,0,0,0,1,0,0,0,1,0,0,2
"5390","Ixtlahuacán de los Membrillos",2022,"Abuso sexual",1,5,3,6,0,19,5,4,5,12,9,7,76
"5391","Ixtlahuacán del Río",2022,"Abuso sexual",1,0,1,0,0,0,0,0,0,1,1,1,5
"5392","Jalostotitlán",2022,"Abuso sexual",2,2,0,1,0,1,0,0,1,0,0,0,7
"5393","Jamay",2022,"Abuso sexual",2,0,0,0,0,0,0,2,1,0,0,0,5
"5394","Jesús María",2022,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"5395","Jilotlán de los Dolores",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5396","Jocotepec",2022,"Abuso sexual",0,2,0,0,3,1,1,0,0,1,0,3,11
"5397","Juanacatlán",2022,"Abuso sexual",0,1,1,2,0,0,0,6,1,0,1,4,16
"5398","Juchitlán",2022,"Abuso sexual",0,1,0,0,0,0,0,0,0,0,1,3,5
"5399","La Barca",2022,"Abuso sexual",2,3,0,1,0,2,1,0,0,2,0,0,11
"5400","La Huerta",2022,"Abuso sexual",0,2,0,0,0,1,1,0,0,0,1,1,6
"5401","La Manzanilla de la Paz",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5402","Lagos de Moreno",2022,"Abuso sexual",0,3,4,5,2,2,0,4,2,2,1,1,26
"5403","Magdalena",2022,"Abuso sexual",0,0,1,0,0,0,1,0,0,0,0,0,2
"5404","Mascota",2022,"Abuso sexual",0,0,1,0,1,1,0,0,0,1,0,0,4
"5405","Mazamitla",2022,"Abuso sexual",1,0,0,0,1,0,0,1,1,0,0,1,5
"5406","Mexticacán",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"5407","Mezquitic",2022,"Abuso sexual",2,0,0,1,0,0,1,0,1,0,0,0,5
"5408","Mixtlán",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"5409","No Especificado",2022,"Abuso sexual",1,0,2,8,3,1,1,1,2,2,1,5,27
"5410","Ocotlán",2022,"Abuso sexual",1,2,2,1,1,2,1,3,2,3,4,2,24
"5411","Ojuelos de Jalisco",2022,"Abuso sexual",1,0,0,0,0,1,0,0,0,0,1,1,4
"5412","Pihuamo",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"5413","Poncitlán",2022,"Abuso sexual",0,1,0,0,1,0,1,0,2,0,1,2,8
"5414","Puerto Vallarta",2022,"Abuso sexual",16,15,19,10,21,11,22,14,18,9,20,24,199
"5415","Quitupan",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5416","San Cristóbal de la Barranca",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"5417","San Diego de Alejandría",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"5418","San Gabriel",2022,"Abuso sexual",2,0,0,0,0,1,0,1,0,0,0,0,4
"5419","San Ignacio Cerro Gordo",2022,"Abuso sexual",0,0,1,2,1,1,0,0,0,0,0,0,5
"5420","San Juan de los Lagos",2022,"Abuso sexual",1,1,2,2,1,1,1,2,0,0,3,0,14
"5421","San Juanito de Escobedo",2022,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"5422","San Julián",2022,"Abuso sexual",0,0,1,0,0,0,0,0,1,0,0,0,2
"5423","San Marcos",2022,"Abuso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"5424","San Martín Hidalgo",2022,"Abuso sexual",1,0,1,1,1,2,0,1,2,0,1,0,10
"5425","San Martín de Bolaños",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5426","San Miguel el Alto",2022,"Abuso sexual",0,0,1,0,0,0,1,0,1,0,1,0,4
"5427","San Pedro Tlaquepaque",2022,"Abuso sexual",18,9,25,19,23,15,37,35,36,38,55,42,352
"5428","San Sebastián del Oeste",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5429","Santa María de los Ángeles",2022,"Abuso sexual",0,0,0,1,0,0,1,0,0,0,0,0,2
"5430","Santa María del Oro",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5431","Sayula",2022,"Abuso sexual",0,2,0,2,1,1,2,0,1,3,0,0,12
"5432","Tala",2022,"Abuso sexual",4,3,5,2,5,1,3,3,3,1,2,1,33
"5433","Talpa de Allende",2022,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,1,0,2
"5434","Tamazula de Gordiano",2022,"Abuso sexual",0,0,2,0,1,1,2,0,0,0,1,1,8
"5435","Tapalpa",2022,"Abuso sexual",0,1,0,0,2,0,0,0,0,0,0,0,3
"5436","Tecalitlán",2022,"Abuso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"5437","Techaluta de Montenegro",2022,"Abuso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"5438","Tecolotlán",2022,"Abuso sexual",1,0,1,1,0,0,0,0,1,0,0,0,4
"5439","Tenamaxtlán",2022,"Abuso sexual",0,0,1,0,1,0,0,0,0,0,0,0,2
"5440","Teocaltiche",2022,"Abuso sexual",0,0,0,1,4,0,0,0,0,1,0,0,6
"5441","Teocuitatlán de Corona",2022,"Abuso sexual",0,0,0,1,1,0,0,0,1,0,0,0,3
"5442","Tepatitlán de Morelos",2022,"Abuso sexual",1,1,7,5,2,3,5,3,1,6,1,1,36
"5443","Tequila",2022,"Abuso sexual",0,0,0,0,1,1,1,1,0,1,0,1,6
"5444","Teuchitlán",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,1,1,0,3
"5445","Tizapán el Alto",2022,"Abuso sexual",0,0,0,0,1,0,0,0,0,0,0,0,1
"5446","Tlajomulco de Zúñiga",2022,"Abuso sexual",11,30,28,25,30,24,30,35,41,42,49,49,394
"5447","Tolimán",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5448","Tomatlán",2022,"Abuso sexual",0,2,1,1,0,2,0,1,1,2,3,1,14
"5449","Tonalá",2022,"Abuso sexual",12,10,22,27,21,15,16,33,34,38,41,40,309
"5450","Tonaya",2022,"Abuso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"5451","Tonila",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,1,0,0,2
"5452","Totatiche",2022,"Abuso sexual",1,1,0,0,0,1,0,0,0,0,0,0,3
"5453","Tototlán",2022,"Abuso sexual",0,0,1,0,1,0,0,0,0,0,0,1,3
"5454","Tuxcacuesco",2022,"Abuso sexual",0,1,0,0,1,0,1,0,0,1,0,0,4
"5455","Tuxcueca",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5456","Tuxpan",2022,"Abuso sexual",0,2,0,0,1,2,0,2,4,0,2,0,13
"5457","Unión de San Antonio",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5458","Unión de Tula",2022,"Abuso sexual",0,0,1,0,1,0,0,0,0,2,0,0,4
"5459","Valle de Guadalupe",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,1,0,1
"5460","Valle de Juárez",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5461","Villa Corona",2022,"Abuso sexual",0,0,2,0,0,1,0,2,1,0,0,1,7
"5462","Villa Guerrero",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,1,2
"5463","Villa Hidalgo",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5464","Villa Purificación",2022,"Abuso sexual",1,0,0,0,0,0,1,2,0,0,1,0,5
"5465","Yahualica de González Gallo",2022,"Abuso sexual",0,0,3,1,1,2,2,0,0,0,1,0,10
"5466","Zacoalco de Torres",2022,"Abuso sexual",0,0,1,1,1,2,1,2,0,2,2,0,12
"5467","Zapopan",2022,"Abuso sexual",30,42,49,38,39,28,50,38,68,60,51,62,555
"5468","Zapotiltic",2022,"Abuso sexual",0,3,2,0,1,0,2,0,1,0,3,1,13
"5469","Zapotitlán de Vadillo",2022,"Abuso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5470","Zapotlanejo",2022,"Abuso sexual",2,2,3,3,3,1,0,4,8,4,2,5,37
"5471","Zapotlán del Rey",2022,"Abuso sexual",0,0,0,0,0,0,0,1,0,0,0,0,1
"5472","Zapotlán el Grande",2022,"Abuso sexual",2,1,0,2,5,0,7,2,2,5,3,2,31
"5473","Acatic",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5474","Acatlán de Juárez",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5475","Ahualulco de Mercado",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5476","Amacueca",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5477","Amatitán",2022,"Acoso sexual",0,0,0,0,0,1,0,0,0,0,0,0,1
"5478","Ameca",2022,"Acoso sexual",0,1,1,0,0,0,0,1,1,0,0,0,4
"5479","Arandas",2022,"Acoso sexual",1,0,1,0,1,1,0,0,0,0,0,0,4
"5480","Atemajac de Brizuela",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5481","Atengo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5482","Atenguillo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5483","Atotonilco el Alto",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5484","Atoyac",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5485","Autlán de Navarro",2022,"Acoso sexual",0,1,0,0,1,1,0,0,0,0,0,1,4
"5486","Ayotlán",2022,"Acoso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"5487","Ayutla",2022,"Acoso sexual",0,0,0,1,0,0,0,0,0,0,0,0,1
"5488","Bolaños",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5489","Cabo Corrientes",2022,"Acoso sexual",0,0,0,0,0,0,1,0,0,0,0,0,1
"5490","Casimiro Castillo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5491","Cañadas de Obregón",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5492","Chapala",2022,"Acoso sexual",0,0,0,1,1,0,0,0,0,0,0,0,2
"5493","Chimaltitán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5494","Chiquilistlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5495","Cihuatlán",2022,"Acoso sexual",0,1,0,1,0,0,0,0,0,0,0,0,2
"5496","Cocula",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5497","Colotlán",2022,"Acoso sexual",0,0,1,1,0,0,0,0,0,0,0,0,2
"5498","Concepción de Buenos Aires",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5499","Cuautitlán de García Barragán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5500","Cuautla",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5501","Cuquío",2022,"Acoso sexual",0,0,1,0,0,0,1,0,0,0,0,0,2
"5502","Degollado",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5503","Ejutla",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5504","El Arenal",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,1,1,0,2
"5505","El Grullo",2022,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,1,2
"5506","El Limón",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5507","El Salto",2022,"Acoso sexual",0,1,0,2,0,0,0,2,0,0,1,0,6
"5508","Encarnación de Díaz",2022,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,1,0,2
"5509","Etzatlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5510","Guachinango",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5511","Guadalajara",2022,"Acoso sexual",3,5,13,9,10,11,4,7,3,7,9,5,86
"5512","Gómez Farías",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,2,0,2
"5513","Hostotipaquillo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5514","Huejuquilla el Alto",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5515","Huejúcar",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5516","Ixtlahuacán de los Membrillos",2022,"Acoso sexual",0,0,0,1,0,0,0,0,1,0,1,0,3
"5517","Ixtlahuacán del Río",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5518","Jalostotitlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5519","Jamay",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5520","Jesús María",2022,"Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"5521","Jilotlán de los Dolores",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5522","Jocotepec",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5523","Juanacatlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5524","Juchitlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5525","La Barca",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5526","La Huerta",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5527","La Manzanilla de la Paz",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5528","Lagos de Moreno",2022,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,1,0,3
"5529","Magdalena",2022,"Acoso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"5530","Mascota",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,1,1
"5531","Mazamitla",2022,"Acoso sexual",1,0,0,0,0,1,0,0,0,0,0,0,2
"5532","Mexticacán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5533","Mezquitic",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5534","Mixtlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5535","No Especificado",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,1,0,0,1
"5536","Ocotlán",2022,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,1,0,3
"5537","Ojuelos de Jalisco",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5538","Pihuamo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5539","Poncitlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5540","Puerto Vallarta",2022,"Acoso sexual",0,0,0,1,3,4,1,3,0,4,1,1,18
"5541","Quitupan",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5542","San Cristóbal de la Barranca",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5543","San Diego de Alejandría",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5544","San Gabriel",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5545","San Ignacio Cerro Gordo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5546","San Juan de los Lagos",2022,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"5547","San Juanito de Escobedo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5548","San Julián",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5549","San Marcos",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5550","San Martín Hidalgo",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5551","San Martín de Bolaños",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5552","San Miguel el Alto",2022,"Acoso sexual",0,0,1,0,0,0,0,0,0,0,0,0,1
"5553","San Pedro Tlaquepaque",2022,"Acoso sexual",1,3,0,9,7,1,4,1,0,0,1,2,29
"5554","San Sebastián del Oeste",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5555","Santa María de los Ángeles",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5556","Santa María del Oro",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5557","Sayula",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5558","Tala",2022,"Acoso sexual",1,0,2,0,0,1,0,1,0,0,0,0,5
"5559","Talpa de Allende",2022,"Acoso sexual",0,0,0,0,0,2,0,0,0,1,0,0,3
"5560","Tamazula de Gordiano",2022,"Acoso sexual",0,0,0,0,0,0,0,0,1,0,0,0,1
"5561","Tapalpa",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5562","Tecalitlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5563","Techaluta de Montenegro",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5564","Tecolotlán",2022,"Acoso sexual",0,1,0,0,0,0,0,0,0,0,0,0,1
"5565","Tenamaxtlán",2022,"Acoso sexual",0,0,0,0,0,0,0,0,0,0,0,0,0
"5566","Teocaltiche",2022,"Acoso sexual",1,0,0,0,0,0,0,0,0,0,0,0,1
"5567","Teocuitatlán de Corona",2022,"Acoso sexual",0,0,0,0,2,0,0,0,0,0,0,0,2
"5568","Tepatitlán de Morelos",2022,"Acoso sexual",0,1,1,0,0,1,0,1,0,0,0,0,4
